Date;Close;Adj Close
01.01.1996;2463000000;2463000000
01.02.1996;2485179932;2485179932
01.03.1996;2489350098;2489350098
01.04.1996;2492629883;2492629883
01.05.1996;2523810059;2523810059
01.06.1996;2570439941;2570439941
01.07.1996;2491500000;2491500000
01.08.1996;2534489990;2534489990
01.09.1996;2655489990;2655489990
01.10.1996;2671399902;2671399902
01.11.1996;2848840088;2848840088
01.12.1996;2880070068;2880070068
01.01.1997;3037699951;3037699951
01.02.1997;3261040039;3261040039
01.03.1997;3407830078;3407830078
01.04.1997;3438090088;3438090088
01.05.1997;3562729980;3562729980
01.06.1997;3766889893;3766889893
01.07.1997;4405520020;4405520020
01.08.1997;3919790039;3919790039
01.09.1997;4154890137;4154890137
01.10.1997;3753659912;3753659912
01.11.1997;3972080078;3972080078
01.12.1997;4224299805;4224299805
01.01.1998;4442529785;4442529785
01.02.1998;4693859863;4693859863
01.03.1998;5097250000;5097250000
01.04.1998;5241229980;5241229980
01.05.1998;5556990234;5556990234
01.06.1998;5841830078;5841830078
01.07.1998;5861189941;5861189941
01.08.1998;4811279785;4811279785
01.09.1998;4430910156;4430910156
01.10.1998;4690990234;4690990234
01.11.1998;5026140137;5026140137
01.12.1998;5006569824;5006569824
01.01.1999;5180290039;5180290039
01.02.1999;4903959961;4903959961
01.03.1999;4865270020;4865270020
01.04.1999;5360439941;5360439941
01.05.1999;5068589844;5068589844
01.06.1999;5378520020;5378520020
01.07.1999;5101870117;5101870117
01.08.1999;5270770020;5270770020
01.09.1999;5149830078;5149830078
01.10.1999;5525399902;5525399902
01.11.1999;5896040039;5896040039
01.12.1999;6958140137;6958140137
01.01.2000;6835600098;6835600098
01.02.2000;7644549805;7644549805
01.03.2000;7599390137;7599390137
01.04.2000;7414680176;7414680176
01.05.2000;7109669922;7109669922
01.06.2000;6898209961;6898209961
01.07.2000;7190370117;7190370117
01.08.2000;7216450195;7216450195
01.09.2000;6798120117;6798120117
01.10.2000;7077439941;7077439941
01.11.2000;6372330078;6372330078
01.12.2000;6433609863;6433609863
01.01.2001;6795140137;6795140137
01.02.2001;6208240234;6208240234
01.03.2001;5829950195;5829950195
01.04.2001;6264509766;6264509766
01.05.2001;6123259766;6123259766
01.06.2001;6058379883;6058379883
01.07.2001;5861189941;5861189941
01.08.2001;5188169922;5188169922
01.09.2001;4308149902;4308149902
01.10.2001;4559129883;4559129883
01.11.2001;4989910156;4989910156
01.12.2001;5160100098;5160100098
01.01.2002;5107609863;5107609863
01.02.2002;5039080078;5039080078
01.03.2002;5397290039;5397290039
01.04.2002;5041200195;5041200195
01.05.2002;4818299805;4818299805
01.06.2002;4382560059;4382560059
01.07.2002;3700139893;3700139893
01.08.2002;3712939941;3712939941
01.09.2002;2769030029;2769030029
01.10.2002;3152850098;3152850098
01.11.2002;3320320068;3320320068
01.12.2002;2892629883;2892629883
01.01.2003;2747830078;2747830078
01.02.2003;2547050049;2547050049
01.03.2003;2423870117;2423870117
01.04.2003;2942040039;2942040039
01.05.2003;2982679932;2982679932
01.06.2003;3220580078;3220580078
01.07.2003;3487860107;3487860107
01.08.2003;3484580078;3484580078
01.09.2003;3256780029;3256780029
01.10.2003;3655989990;3655989990
01.11.2003;3745949951;3745949951
01.12.2003;3965159912;3965159912
01.01.2004;4058600098;4058600098
01.02.2004;4018159912;4018159912
01.03.2004;3856699951;3856699951
01.04.2004;3985209961;3985209961
01.05.2004;3921409912;3921409912
01.06.2004;4052729980;4052729980
01.07.2004;3895610107;3895610107
01.08.2004;3785209961;3785209961
01.09.2004;3892899902;3892899902
01.10.2004;3960250000;3960250000
01.11.2004;4126000000;4126000000
01.12.2004;4256080078;4256080078
01.01.2005;4254850098;4254850098
01.02.2005;4350490234;4350490234
01.03.2005;4348770020;4348770020
01.04.2005;4184839844;4184839844
01.05.2005;4460629883;4460629883
01.06.2005;4586279785;4586279785
01.07.2005;4886500000;4886500000
01.08.2005;4829689941;4829689941
01.09.2005;5044120117;5044120117
01.10.2005;4929069824;4929069824
01.11.2005;5193399902;5193399902
01.12.2005;5408259766;5408259766
01.01.2006;5674149902;5674149902
01.02.2006;5796040039;5796040039
01.03.2006;5970080078;5970080078
01.04.2006;6009890137;6009890137
01.05.2006;5692859863;5692859863
01.06.2006;5683310059;5683310059
01.07.2006;5681970215;5681970215
01.08.2006;5859569824;5859569824
01.09.2006;6004330078;6004330078
01.10.2006;6268919922;6268919922
01.11.2006;6309189941;6309189941
01.12.2006;6596919922;6596919922
01.01.2007;6789109863;6789109863
01.02.2007;6715439941;6715439941
01.03.2007;6917029785;6917029785
01.04.2007;7408870117;7408870117
01.05.2007;7883040039;7883040039
01.06.2007;8007319824;8007319824
01.07.2007;7584140137;7584140137
01.08.2007;7638169922;7638169922
01.09.2007;7861509766;7861509766
01.10.2007;8019220215;8019220215
01.11.2007;7870520020;7870520020
01.12.2007;8067319824;8067319824
01.01.2008;6851750000;6851750000
01.02.2008;6748129883;6748129883
01.03.2008;6534970215;6534970215
01.04.2008;6948819824;6948819824
01.05.2008;7096790039;7096790039
01.06.2008;6418319824;6418319824
01.07.2008;6479560059;6479560059
01.08.2008;6422299805;6422299805
01.09.2008;5831020020;5831020020
01.10.2008;4987970215;4987970215
01.11.2008;4669439941;4669439941
01.12.2008;4810200195;4810200195
01.01.2009;4338350098;4338350098
01.02.2009;3843739990;3843739990
01.03.2009;4084760010;4084760010
01.04.2009;4769450195;4769450195
01.05.2009;4940819824;4940819824
01.06.2009;4808640137;4808640137
01.07.2009;5332140137;5332140137
01.08.2009;5464609863;5464609863
01.09.2009;5675160156;5675160156
01.10.2009;5414959961;5414959961
01.11.2009;5625950195;5625950195
01.12.2009;5957430176;5957430176
01.01.2010;5608790039;5608790039
01.02.2010;5598459961;5598459961
01.03.2010;6153549805;6153549805
01.04.2010;6135700195;6135700195
01.05.2010;5964330078;5964330078
01.06.2010;5965520020;5965520020
01.07.2010;6147970215;6147970215
01.08.2010;5925220215;5925220215
01.09.2010;6229020020;6229020020
01.10.2010;6601370117;6601370117
01.11.2010;6688490234;6688490234
01.12.2010;6914189941;6914189941
01.01.2011;7077479980;7077479980
01.02.2011;7272319824;7272319824
01.03.2011;7041310059;7041310059
01.04.2011;7514459961;7514459961
01.05.2011;7293689941;7293689941
01.06.2011;7376240234;7376240234
01.07.2011;7158770020;7158770020
01.08.2011;5784850098;5784850098
01.09.2011;5502020020;5502020020
01.10.2011;6141339844;6141339844
01.11.2011;6088839844;6088839844
01.12.2011;5898350098;5898350098
01.01.2012;6458910156;6458910156
01.02.2012;6856080078;6856080078
01.03.2012;6946830078;6946830078
01.04.2012;6761189941;6761189941
01.05.2012;6264379883;6264379883
01.06.2012;6416279785;6416279785
01.07.2012;6772259766;6772259766
01.08.2012;6970790039;6970790039
01.09.2012;7216149902;7216149902
01.10.2012;7260629883;7260629883
01.11.2012;7405500000;7405500000
01.12.2012;7612390137;7612390137
01.01.2013;7776049805;7776049805
01.02.2013;7741700195;7741700195
01.03.2013;7795310059;7795310059
01.04.2013;7913709961;7913709961
01.05.2013;8348839844;8348839844
01.06.2013;7959220215;7959220215
01.07.2013;8275969727;8275969727
01.08.2013;8103149902;8103149902
01.09.2013;8594400391;8594400391
01.10.2013;9033919922;9033919922
01.11.2013;9405299805;9405299805
01.12.2013;9552160156;9552160156
01.01.2014;9306480469;9306480469
01.02.2014;9692080078;9692080078
01.03.2014;9555910156;9555910156
01.04.2014;9603230469;9603230469
01.05.2014;9943269531;9943269531
01.06.2014;9833070313;9833070313
01.07.2014;9407480469;9407480469
01.08.2014;9470169922;9470169922
01.09.2014;9474299805;9474299805
01.10.2014;9326870117;9326870117
01.11.2014;9980849609;9980849609
01.12.2014;9805549805;9805549805
01.01.2015;10694320313;10694320313
01.02.2015;11401660156;11401660156
01.03.2015;11966169922;11966169922
01.04.2015;11454379883;11454379883
01.05.2015;11413820313;11413820313
01.06.2015;10944969727;10944969727
01.07.2015;11308990234;11308990234
01.08.2015;10315620117;10315620117
01.09.2015;9660440430;9660440430
01.10.2015;10850139648;10850139648
01.11.2015;11382230469;11382230469
01.12.2015;10743009766;10743009766
01.01.2016;9798110352;9798110352
01.02.2016;9495400391;9495400391
01.03.2016;9965509766;9965509766
01.04.2016;10038969727;10038969727
01.05.2016;10262740234;10262740234
01.06.2016;9680089844;9680089844
01.07.2016;10337500000;10337500000
01.08.2016;10592690430;10592690430
01.09.2016;10511019531;10511019531
01.10.2016;10665009766;10665009766
01.11.2016;10640299805;10640299805
01.12.2016;11481059570;11481059570
01.01.2017;11535309570;11535309570
01.02.2017;11834410156;11834410156
01.03.2017;12312870117;12312870117
01.04.2017;12438009766;12438009766
01.05.2017;12615059570;12615059570
01.06.2017;12325120117;12325120117
01.07.2017;12118250000;12118250000
01.08.2017;12055839844;12055839844
01.09.2017;12828860352;12828860352
01.10.2017;13229570313;13229570313
01.11.2017;13023980469;13023980469
01.12.2017;12917639648;12917639648
01.01.2018;13189480469;13189480469
01.02.2018;12435849609;12435849609
01.03.2018;12096730469;12096730469
01.04.2018;12612110352;12612110352
01.05.2018;12604889648;12604889648
01.06.2018;12306000000;12306000000
01.07.2018;12805500000;12805500000
01.08.2018;12364059570;12364059570
01.09.2018;12246730469;12246730469
01.10.2018;11447509766;11447509766
01.11.2018;11257240234;11257240234
01.12.2018;10558959961;10558959961
01.01.2019;11173099609;11173099609
01.02.2019;11515639648;11515639648
01.03.2019;11526040039;11526040039
01.04.2019;12344080078;12344080078
01.05.2019;11726839844;11726839844
01.06.2019;12398799805;12398799805
01.07.2019;12189040039;12189040039
01.08.2019;11939280273;11939280273
01.09.2019;12428080078;12428080078
01.10.2019;12866790039;12866790039
01.11.2019;13236379883;13236379883
01.12.2019;13249009766;13249009766
01.01.2020;12981969727;12981969727
01.02.2020;11890349609;11890349609
01.03.2020;9935839844;9935839844
01.04.2020;10861639648;10861639648
01.05.2020;11586849609;11586849609
01.06.2020;12093940430;12093940430
