GENESIS-Tabelle: 43311-0002
Elektrizitätserzeugung, Nettowärmeerzeugung,;;;;;;
Brennstoffeinsatz: Deutschland, Monate, Energieträger;;;;;;
Monatserhebung über die Elektrizitätsversorgung;;;;;;
Deutschland;;;;;;
;;;Elektrizitätserzeugung (brutto);Elektrizitätserzeugung (netto);Nettowärmeerzeugung;Brennstoffeinsatz
;;;MWh;MWh;MWh;GJ
2012;Dezember;Hartbraunkohlen;-;-;-;-
2012;Dezember;Braunkohlenbriketts;3046;2758;7405;52182
2012;Dezember;Braunkohlenkoks;.;.;.;.
2012;Dezember;Wirbelschichtkohle;85161;75752;113818;1044352
2012;Dezember;Staub- und Trockenkohle;21207;19529;68762;443232
2012;Dezember;Sonstige Braunkohlen;-;-;-;-
2012;Dezember;Dieselkraftstoff;176;120;-;1298
2012;Dezember;Heizöl, leicht;75959;70581;85306;1069556
2012;Dezember;Heizöl, schwer;34337;31594;19244;390108
2012;Dezember;Flüssiggas;.;.;.;.
2012;Dezember;Raffineriegas;-;-;-;-
2012;Dezember;Petrolkoks;.;.;-;.
2012;Dezember;Sonstige Mineralölprodukte;119408;108776;4311;1064314
2012;Dezember;Erdgas, Erdölgas;5233125;5048043;5975713;53144502
2012;Dezember;Grubengas;30034;29658;6972;259081
2012;Dezember;Kokereigas;.;.;.;.
2012;Dezember;Hochofengas;.;.;.;.
2012;Dezember;Sonstige hergestellte Gase;.;.;.;.
2012;Dezember;Wasserstoff;-;-;-;-
2012;Dezember;Laufwasser;1291723;1268382;-;-
2012;Dezember;Speicherwasser;57035;56677;-;-
2012;Dezember;Pumpspeicherwasser;-;-;-;-
2012;Dezember;Pumpspeicher mit natürlichem Zufluss;119563;117463;-;-
2012;Dezember;Pumpspeicher ohne natürlichen Zufluss;527559;515313;-;-
2012;Dezember;Windkraft;-;-;-;-
2012;Dezember;Photovoltaik;-;-;-;-
2012;Dezember;Geothermie;.;.;.;-
2012;Dezember;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2012;Dezember;Solarthermie;-;-;.;-
2012;Dezember;Feste biogene Stoffe;359437;326286;443778;5857928
2012;Dezember;Flüssige biogene Stoffe;.;.;.;.
2012;Dezember;Biogas;59277;57596;59742;652064
2012;Dezember;Biomethan (Bioerdgas);-;-;-;-
2012;Dezember;Klärgas;3118;2856;5337;42158
2012;Dezember;Deponiegas;5797;5519;2498;56215
2012;Dezember;Sonstige erneuerbare Energien;.;.;-;.
2012;Dezember;Klärschlamm;9664;8855;1436;91182
2012;Dezember;Abfall (Hausmüll, Industrie);-;-;-;-
2012;Dezember;Abfall (Industrie);97342;75725;230361;2072661
2012;Dezember;Abfall (Hausmüll, Siedlungsabfälle);725614;567857;1272709;15763721
2012;Dezember;Kernenergie;8912164;8439485;-;-
2012;Dezember;Wärme;26941;26299;84035;531890
2012;Dezember;Strom (Elektrokessel);-;-;-;-
2012;Dezember;Sonstige Energieträger;18295;16146;69307;428300
2012;Dezember;Andere Speicher;-;-;-;-
2012;Dezember;Insgesamt;41241859;38439484;13825303;310983684
2013;Januar;Steinkohlen;12173942;11154046;4790473;121356586
2013;Januar;Steinkohlenkoks;-;-;-;-
2013;Januar;Steinkohlenbriketts;-;-;-;-
2013;Januar;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2013;Januar;Sonstige Steinkohlen;-;-;-;-
2013;Januar;Rohbraunkohlen;13931113;12945150;1217847;129994546
2013;Januar;Hartbraunkohlen;.;.;.;.
2013;Januar;Braunkohlenbriketts;5784;.;.;.
2013;Januar;Braunkohlenkoks;.;.;.;.
2013;Januar;Wirbelschichtkohle;.;.;.;.
2013;Januar;Staub- und Trockenkohle;23803;21956;72917;461699
2013;Januar;Sonstige Braunkohlen;-;-;-;-
2013;Januar;Dieselkraftstoff;148;.;.;1243
2013;Januar;Heizöl, leicht;52714;47994;45588;823463
2013;Januar;Heizöl, schwer;35279;32413;.;384823
2013;Januar;Flüssiggas;.;.;.;.
2013;Januar;Raffineriegas;-;-;-;-
2013;Januar;Petrolkoks;.;.;.;.
2013;Januar;Sonstige Mineralölprodukte;.;.;.;.
2013;Januar;Erdgas, Erdölgas;5613099;5442054;6519291;57414867
2013;Januar;Grubengas;.;.;.;.
2013;Januar;Kokereigas;.;.;.;.
2013;Januar;Hochofengas;.;.;.;.
2013;Januar;Sonstige hergestellte Gase;-;-;-;-
2013;Januar;Wasserstoff;-;-;-;-
2013;Januar;Laufwasser;1559127;1531671;-;-
2013;Januar;Speicherwasser;76451;75932;-;-
2013;Januar;Pumpspeicherwasser;-;-;-;-
2013;Januar;Pumpspeicher mit natürlichem Zufluss;78265;74476;-;-
2013;Januar;Pumpspeicher ohne natürlichen Zufluss;543860;531247;-;-
2013;Januar;Windkraft;-;-;-;-
2013;Januar;Photovoltaik;-;-;-;-
2013;Januar;Geothermie;4365;4365;.;-
2013;Januar;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2013;Januar;Solarthermie;-;-;-;-
2013;Januar;Feste biogene Stoffe;409441;369043;505470;6808813
2013;Januar;Flüssige biogene Stoffe;.;.;.;.
2013;Januar;Biogas;79840;77576;77927;884204
2013;Januar;Biomethan (Bioerdgas);-;-;-;-
2013;Januar;Klärgas;3862;3577;5421;57047
2013;Januar;Deponiegas;5457;5159;2696;54651
2013;Januar;Sonstige erneuerbare Energien;.;.;-;156028
2013;Januar;Klärschlamm;10973;10092;2389;105903
2013;Januar;Abfall (Hausmüll, Industrie);-;-;-;-
2013;Januar;Abfall (Industrie);74010;59026;126240;1582959
2013;Januar;Abfall (Hausmüll, Siedlungsabfälle);744580;575225;1479485;15968858
2013;Januar;Kernenergie;9409882;8917829;-;-
2013;Januar;Wärme;54429;52296;186962;1122261
2013;Januar;Strom (Elektrokessel);-;-;-;-
2013;Januar;Sonstige Energieträger;.;.;.;.
2013;Januar;Andere Speicher;-;-;-;-
2013;Januar;Insgesamt;45401917;42405868;15208365;342212595
2013;Februar;Steinkohlen;12067845;11086696;4648286;119753931
2013;Februar;Steinkohlenkoks;-;-;-;-
2013;Februar;Steinkohlenbriketts;-;-;-;-
2013;Februar;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2013;Februar;Sonstige Steinkohlen;-;-;-;-
2013;Februar;Rohbraunkohlen;13342975;12415103;1105380;124150562
2013;Februar;Hartbraunkohlen;.;.;.;.
2013;Februar;Braunkohlenbriketts;5879;.;.;70567
2013;Februar;Braunkohlenkoks;.;.;.;.
2013;Februar;Wirbelschichtkohle;.;.;.;.
2013;Februar;Staub- und Trockenkohle;19120;17671;66354;402985
2013;Februar;Sonstige Braunkohlen;-;-;-;-
2013;Februar;Dieselkraftstoff;117;99;.;2286
2013;Februar;Heizöl, leicht;28727;25915;27709;425896
2013;Februar;Heizöl, schwer;23449;21500;.;273247
2013;Februar;Flüssiggas;.;.;.;.
2013;Februar;Raffineriegas;-;-;-;-
2013;Februar;Petrolkoks;.;.;.;.
2013;Februar;Sonstige Mineralölprodukte;.;.;.;.
2013;Februar;Erdgas, Erdölgas;5081844;4933028;5975999;50875574
2013;Februar;Grubengas;.;.;.;.
2013;Februar;Kokereigas;.;.;.;.
2013;Februar;Hochofengas;.;.;.;.
2013;Februar;Sonstige hergestellte Gase;-;-;-;-
2013;Februar;Wasserstoff;-;-;-;-
2013;Februar;Laufwasser;1314348;1288660;-;-
2013;Februar;Speicherwasser;59141;58622;-;-
2013;Februar;Pumpspeicherwasser;-;-;-;-
2013;Februar;Pumpspeicher mit natürlichem Zufluss;90510;86582;-;-
2013;Februar;Pumpspeicher ohne natürlichen Zufluss;491482;480586;-;-
2013;Februar;Windkraft;-;-;-;-
2013;Februar;Photovoltaik;-;-;-;-
2013;Februar;Geothermie;3235;3235;.;-
2013;Februar;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2013;Februar;Solarthermie;-;-;-;-
2013;Februar;Feste biogene Stoffe;380306;342731;500412;6219519
2013;Februar;Flüssige biogene Stoffe;.;.;.;.
2013;Februar;Biogas;75172;72875;72871;762645
2013;Februar;Biomethan (Bioerdgas);-;-;-;-
2013;Februar;Klärgas;3717;3469;5212;53004
2013;Februar;Deponiegas;5165;4945;2215;53006
2013;Februar;Sonstige erneuerbare Energien;.;.;-;115365
2013;Februar;Klärschlamm;11331;10417;2079;108227
2013;Februar;Abfall (Hausmüll, Industrie);-;-;-;-
2013;Februar;Abfall (Industrie);73309;59736;117268;1377773
2013;Februar;Abfall (Hausmüll, Siedlungsabfälle);678777;530081;1354102;14803427
2013;Februar;Kernenergie;8576546;8131420;-;-
2013;Februar;Wärme;30895;29060;182006;978074
2013;Februar;Strom (Elektrokessel);-;-;-;-
2013;Februar;Sonstige Energieträger;.;.;.;.
2013;Februar;Andere Speicher;-;-;-;-
2013;Februar;Insgesamt;42929439;40129006;14245662;325998422
2013;März;Steinkohlen;11398489;10447268;4773282;114696132
2013;März;Steinkohlenkoks;-;-;-;-
2013;März;Steinkohlenbriketts;-;-;-;-
2013;März;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2013;März;Sonstige Steinkohlen;-;-;-;-
2013;März;Rohbraunkohlen;14521065;13511093;1226001;134663693
2013;März;Hartbraunkohlen;-;-;.;.
2013;März;Braunkohlenbriketts;6215;5657;.;92539
2013;März;Braunkohlenkoks;.;.;.;.
2013;März;Wirbelschichtkohle;.;.;.;.
2013;März;Staub- und Trockenkohle;23518;21753;71304;459622
2013;März;Sonstige Braunkohlen;-;-;-;-
2013;März;Dieselkraftstoff;.;.;-;.
2013;März;Heizöl, leicht;42034;38599;51394;638368
2013;März;Heizöl, schwer;30993;28518;17663;350629
2013;März;Flüssiggas;.;.;.;.
2013;März;Raffineriegas;-;-;-;-
2013;März;Petrolkoks;.;.;.;.
2013;März;Sonstige Mineralölprodukte;.;.;.;.
2013;März;Erdgas, Erdölgas;4713417;4568078;6028623;49047696
2013;März;Grubengas;.;.;.;.
2013;März;Kokereigas;.;.;.;.
2013;März;Hochofengas;.;.;.;.
2013;März;Sonstige hergestellte Gase;-;-;-;-
2013;März;Wasserstoff;-;-;-;-
2013;März;Laufwasser;1435518;1406630;-;-
2013;März;Speicherwasser;43009;42201;-;-
2013;März;Pumpspeicherwasser;-;-;-;-
2013;März;Pumpspeicher mit natürlichem Zufluss;53135;50104;-;-
2013;März;Pumpspeicher ohne natürlichen Zufluss;525582;514470;-;-
2013;März;Windkraft;-;-;-;-
2013;März;Photovoltaik;-;-;-;-
2013;März;Geothermie;.;.;.;-
2013;März;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2013;März;Solarthermie;-;-;-;-
2013;März;Feste biogene Stoffe;367314;330093;483074;6037232
2013;März;Flüssige biogene Stoffe;.;.;.;.
2013;März;Biogas;79046;76729;76378;786329
2013;März;Biomethan (Bioerdgas);-;-;-;-
2013;März;Klärgas;4047;3770;5935;58311
2013;März;Deponiegas;5824;5574;2516;59116
2013;März;Sonstige erneuerbare Energien;.;.;-;.
2013;März;Klärschlamm;11156;10267;2272;104615
2013;März;Abfall (Hausmüll, Industrie);-;-;-;-
2013;März;Abfall (Industrie);80844;64828;135306;1591011
2013;März;Abfall (Hausmüll, Siedlungsabfälle);765852;605423;1404870;16012301
2013;März;Kernenergie;9368507;8876243;-;-
2013;März;Wärme;51347;36645;189348;1099633
2013;März;Strom (Elektrokessel);-;-;-;-
2013;März;Sonstige Energieträger;.;.;.;.
2013;März;Andere Speicher;-;-;-;-
2013;März;Insgesamt;44072492;41147783;14610717;331066183
2013;April;Steinkohlen;10572082;9696948;3044148;103993255
2013;April;Steinkohlenkoks;-;-;-;-
2013;April;Steinkohlenbriketts;-;-;-;-
2013;April;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2013;April;Sonstige Steinkohlen;-;-;-;-
2013;April;Rohbraunkohlen;12683797;11796631;885135;118608334
2013;April;Hartbraunkohlen;-;-;-;-
2013;April;Braunkohlenbriketts;6615;6025;.;69619
2013;April;Braunkohlenkoks;.;.;.;.
2013;April;Wirbelschichtkohle;.;.;.;.
2013;April;Staub- und Trockenkohle;22463;19997;50543;370514
2013;April;Sonstige Braunkohlen;-;-;-;-
2013;April;Dieselkraftstoff;54;53;.;720
2013;April;Heizöl, leicht;42414;38715;28827;570601
2013;April;Heizöl, schwer;36021;33145;.;419627
2013;April;Flüssiggas;.;.;.;.
2013;April;Raffineriegas;-;-;-;-
2013;April;Petrolkoks;.;.;.;.
2013;April;Sonstige Mineralölprodukte;.;.;.;.
2013;April;Erdgas, Erdölgas;3274562;3163017;3590512;33004827
2013;April;Grubengas;.;.;.;.
2013;April;Kokereigas;.;.;.;.
2013;April;Hochofengas;.;.;.;.
2013;April;Sonstige hergestellte Gase;-;-;-;-
2013;April;Wasserstoff;-;-;-;-
2013;April;Laufwasser;1399066;1387600;-;-
2013;April;Speicherwasser;51114;50635;-;-
2013;April;Pumpspeicherwasser;-;-;-;-
2013;April;Pumpspeicher mit natürlichem Zufluss;.;.;-;-
2013;April;Pumpspeicher ohne natürlichen Zufluss;513855;502079;-;-
2013;April;Windkraft;-;-;-;-
2013;April;Photovoltaik;-;-;-;-
2013;April;Geothermie;.;.;.;-
2013;April;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2013;April;Solarthermie;-;-;-;-
2013;April;Feste biogene Stoffe;332877;299244;385934;5273442
2013;April;Flüssige biogene Stoffe;.;.;.;.
2013;April;Biogas;69949;67605;62916;683220
2013;April;Biomethan (Bioerdgas);-;-;-;-
2013;April;Klärgas;3837;3525;4953;58740
2013;April;Deponiegas;5248;5012;2380;56743
2013;April;Sonstige erneuerbare Energien;.;.;-;.
2013;April;Klärschlamm;11940;10931;1695;110481
2013;April;Abfall (Hausmüll, Industrie);-;-;-;-
2013;April;Abfall (Industrie);77121;62506;113435;1544081
2013;April;Abfall (Hausmüll, Siedlungsabfälle);774823;613959;1100176;15365693
2013;April;Kernenergie;7342728;6951982;-;-
2013;April;Wärme;50499;36015;160265;1068903
2013;April;Strom (Elektrokessel);-;-;-;-
2013;April;Sonstige Energieträger;.;.;.;.
2013;April;Andere Speicher;-;-;-;-
2013;April;Insgesamt;37865871;35296760;9568414;285958513
2013;Mai;Steinkohlen;8668301;7936235;1999223;83030024
2013;Mai;Steinkohlenkoks;-;-;-;-
2013;Mai;Steinkohlenbriketts;-;-;-;-
2013;Mai;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2013;Mai;Sonstige Steinkohlen;-;-;-;-
2013;Mai;Rohbraunkohlen;11727139;10891776;694239;110593937
2013;Mai;Hartbraunkohlen;-;-;-;-
2013;Mai;Braunkohlenbriketts;.;.;.;.
2013;Mai;Braunkohlenkoks;.;.;.;.
2013;Mai;Wirbelschichtkohle;.;.;.;.
2013;Mai;Staub- und Trockenkohle;12247;10956;23800;193130
2013;Mai;Sonstige Braunkohlen;-;-;-;-
2013;Mai;Dieselkraftstoff;4;4;-;.
2013;Mai;Heizöl, leicht;55447;50758;12180;658229
2013;Mai;Heizöl, schwer;41330;37994;10006;423593
2013;Mai;Flüssiggas;.;.;.;.
2013;Mai;Raffineriegas;-;-;-;-
2013;Mai;Petrolkoks;-;-;.;.
2013;Mai;Sonstige Mineralölprodukte;.;.;.;.
2013;Mai;Erdgas, Erdölgas;2118188;2040653;2468688;22298978
2013;Mai;Grubengas;.;.;.;.
2013;Mai;Kokereigas;.;.;.;.
2013;Mai;Hochofengas;.;.;.;.
2013;Mai;Sonstige hergestellte Gase;-;-;-;-
2013;Mai;Wasserstoff;-;-;-;-
2013;Mai;Laufwasser;1564456;1543140;-;-
2013;Mai;Speicherwasser;74473;74003;-;-
2013;Mai;Pumpspeicherwasser;-;-;-;-
2013;Mai;Pumpspeicher mit natürlichem Zufluss;67416;65509;-;-
2013;Mai;Pumpspeicher ohne natürlichen Zufluss;519997;508996;-;-
2013;Mai;Windkraft;-;-;-;-
2013;Mai;Photovoltaik;-;-;-;-
2013;Mai;Geothermie;.;.;.;-
2013;Mai;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2013;Mai;Solarthermie;-;-;-;-
2013;Mai;Feste biogene Stoffe;391084;353590;360908;6027804
2013;Mai;Flüssige biogene Stoffe;.;.;.;.
2013;Mai;Biogas;68334;66420;59205;676478
2013;Mai;Biomethan (Bioerdgas);-;-;-;-
2013;Mai;Klärgas;4054;3753;5765;58367
2013;Mai;Deponiegas;5408;5185;.;58772
2013;Mai;Sonstige erneuerbare Energien;.;.;-;.
2013;Mai;Klärschlamm;9271;8464;1392;88490
2013;Mai;Abfall (Hausmüll, Industrie);-;-;-;-
2013;Mai;Abfall (Industrie);91435;73743;115749;1708017
2013;Mai;Abfall (Hausmüll, Siedlungsabfälle);917323;744885;1043914;16881981
2013;Mai;Kernenergie;6683107;6324281;-;-
2013;Mai;Wärme;35210;27956;111166;791551
2013;Mai;Strom (Elektrokessel);-;-;-;-
2013;Mai;Sonstige Energieträger;.;.;.;.
2013;Mai;Andere Speicher;-;-;-;-
2013;Mai;Insgesamt;33460250;31144718;6979121;247432825
2013;Juni;Steinkohlen;7473659;6834430;1228111;72419646
2013;Juni;Steinkohlenkoks;-;-;-;-
2013;Juni;Steinkohlenbriketts;-;-;-;-
2013;Juni;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2013;Juni;Sonstige Steinkohlen;-;-;-;-
2013;Juni;Rohbraunkohlen;12090774;11228848;481995;112691847
2013;Juni;Hartbraunkohlen;-;-;-;-
2013;Juni;Braunkohlenbriketts;.;.;.;39534
2013;Juni;Braunkohlenkoks;.;.;.;.
2013;Juni;Wirbelschichtkohle;.;.;.;.
2013;Juni;Staub- und Trockenkohle;17999;16294;21823;248402
2013;Juni;Sonstige Braunkohlen;-;-;-;-
2013;Juni;Dieselkraftstoff;41;41;-;427
2013;Juni;Heizöl, leicht;84539;76431;11778;1073794
2013;Juni;Heizöl, schwer;40021;36703;9135;418275
2013;Juni;Flüssiggas;.;.;.;.
2013;Juni;Raffineriegas;-;-;-;-
2013;Juni;Petrolkoks;-;-;-;-
2013;Juni;Sonstige Mineralölprodukte;.;.;.;.
2013;Juni;Erdgas, Erdölgas;2028536;1952257;2149666;21783940
2013;Juni;Grubengas;.;.;.;.
2013;Juni;Kokereigas;.;.;.;.
2013;Juni;Hochofengas;.;.;.;.
2013;Juni;Sonstige hergestellte Gase;-;-;-;-
2013;Juni;Wasserstoff;-;-;-;-
2013;Juni;Laufwasser;1444789;1426705;-;-
2013;Juni;Speicherwasser;92875;92484;-;-
2013;Juni;Pumpspeicherwasser;-;-;-;-
2013;Juni;Pumpspeicher mit natürlichem Zufluss;72782;70241;-;-
2013;Juni;Pumpspeicher ohne natürlichen Zufluss;474360;466207;-;-
2013;Juni;Windkraft;-;-;-;-
2013;Juni;Photovoltaik;-;-;-;-
2013;Juni;Geothermie;3321;3321;.;-
2013;Juni;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2013;Juni;Solarthermie;-;-;-;-
2013;Juni;Feste biogene Stoffe;326756;298033;261312;5067399
2013;Juni;Flüssige biogene Stoffe;.;.;.;.
2013;Juni;Biogas;61125;58978;51427;611269
2013;Juni;Biomethan (Bioerdgas);-;-;-;-
2013;Juni;Klärgas;3683;3419;4781;52173
2013;Juni;Deponiegas;4978;4804;.;53820
2013;Juni;Sonstige erneuerbare Energien;.;.;-;118467
2013;Juni;Klärschlamm;9796;8953;1029;92662
2013;Juni;Abfall (Hausmüll, Industrie);-;-;-;-
2013;Juni;Abfall (Industrie);87650;70369;105611;1694392
2013;Juni;Abfall (Hausmüll, Siedlungsabfälle);825799;664491;848669;14889959
2013;Juni;Kernenergie;6966586;6595591;-;-
2013;Juni;Wärme;30836;29033;130921;910479
2013;Juni;Strom (Elektrokessel);-;-;-;-
2013;Juni;Sonstige Energieträger;.;.;.;.
2013;Juni;Andere Speicher;-;-;-;-
2013;Juni;Insgesamt;32529066;30295808;5370644;235877840
2013;Juli;Steinkohlen;9218494;8464642;1135649;88762211
2013;Juli;Steinkohlenkoks;-;-;-;-
2013;Juli;Steinkohlenbriketts;-;-;-;-
2013;Juli;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2013;Juli;Sonstige Steinkohlen;-;-;-;-
2013;Juli;Rohbraunkohlen;13112972;12201800;442335;122729457
2013;Juli;Hartbraunkohlen;-;-;-;-
2013;Juli;Braunkohlenbriketts;.;.;.;60715
2013;Juli;Braunkohlenkoks;.;.;.;.
2013;Juli;Wirbelschichtkohle;.;.;.;.
2013;Juli;Staub- und Trockenkohle;16994;15143;21146;238872
2013;Juli;Sonstige Braunkohlen;-;-;-;-
2013;Juli;Dieselkraftstoff;.;.;.;.
2013;Juli;Heizöl, leicht;60427;55771;10986;896364
2013;Juli;Heizöl, schwer;32187;29569;.;348669
2013;Juli;Flüssiggas;.;.;.;.
2013;Juli;Raffineriegas;-;-;-;-
2013;Juli;Petrolkoks;-;-;-;-
2013;Juli;Sonstige Mineralölprodukte;.;.;.;.
2013;Juli;Erdgas, Erdölgas;1967331;1892413;1733051;19972545
2013;Juli;Grubengas;.;.;.;.
2013;Juli;Kokereigas;.;.;.;.
2013;Juli;Hochofengas;.;.;.;.
2013;Juli;Sonstige hergestellte Gase;-;-;-;-
2013;Juli;Wasserstoff;-;-;-;-
2013;Juli;Laufwasser;1306782;1290368;-;-
2013;Juli;Speicherwasser;66621;66352;-;-
2013;Juli;Pumpspeicherwasser;-;-;-;-
2013;Juli;Pumpspeicher mit natürlichem Zufluss;30673;29809;-;-
2013;Juli;Pumpspeicher ohne natürlichen Zufluss;403749;392255;-;-
2013;Juli;Windkraft;-;-;-;-
2013;Juli;Photovoltaik;-;-;-;-
2013;Juli;Geothermie;6056;5297;.;-
2013;Juli;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2013;Juli;Solarthermie;-;-;-;-
2013;Juli;Feste biogene Stoffe;341653;307863;219609;4975556
2013;Juli;Flüssige biogene Stoffe;.;.;.;.
2013;Juli;Biogas;60422;58111;50079;597370
2013;Juli;Biomethan (Bioerdgas);-;-;-;-
2013;Juli;Klärgas;3884;3678;4998;60075
2013;Juli;Deponiegas;4831;4616;.;52604
2013;Juli;Sonstige erneuerbare Energien;.;.;-;124334
2013;Juli;Klärschlamm;11764;10764;1175;113986
2013;Juli;Abfall (Hausmüll, Industrie);-;-;-;-
2013;Juli;Abfall (Industrie);93356;74299;94193;1747257
2013;Juli;Abfall (Hausmüll, Siedlungsabfälle);967870;777559;820831;17076737
2013;Juli;Kernenergie;6515038;6164300;-;-
2013;Juli;Wärme;40432;37956;127242;1081702
2013;Juli;Strom (Elektrokessel);-;-;-;-
2013;Juli;Sonstige Energieträger;.;.;.;.
2013;Juli;Andere Speicher;-;-;-;-
2013;Juli;Insgesamt;34643302;32235844;4710923;262434317
2013;August;Steinkohlen;8762736;8046809;1222593;85171674
2013;August;Steinkohlenkoks;-;-;-;-
2013;August;Steinkohlenbriketts;-;-;-;-
2013;August;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2013;August;Sonstige Steinkohlen;-;-;-;-
2013;August;Rohbraunkohlen;12118333;11254448;379675;112798363
2013;August;Hartbraunkohlen;-;-;-;-
2013;August;Braunkohlenbriketts;6124;5564;.;50986
2013;August;Braunkohlenkoks;.;.;.;.
2013;August;Wirbelschichtkohle;.;.;.;.
2013;August;Staub- und Trockenkohle;10256;8621;20815;171688
2013;August;Sonstige Braunkohlen;-;-;-;-
2013;August;Dieselkraftstoff;.;.;-;.
2013;August;Heizöl, leicht;29394;26715;13168;401650
2013;August;Heizöl, schwer;23962;22078;.;272755
2013;August;Flüssiggas;.;.;.;.
2013;August;Raffineriegas;-;-;-;-
2013;August;Petrolkoks;-;-;-;-
2013;August;Sonstige Mineralölprodukte;.;.;.;.
2013;August;Erdgas, Erdölgas;2061286;1983712;1902319;20202173
2013;August;Grubengas;.;.;.;.
2013;August;Kokereigas;.;.;.;.
2013;August;Hochofengas;.;.;.;.
2013;August;Sonstige hergestellte Gase;-;-;-;-
2013;August;Wasserstoff;-;-;-;-
2013;August;Laufwasser;1096201;1078565;-;-
2013;August;Speicherwasser;46265;45894;-;-
2013;August;Pumpspeicherwasser;-;-;-;-
2013;August;Pumpspeicher mit natürlichem Zufluss;23180;22219;-;-
2013;August;Pumpspeicher ohne natürlichen Zufluss;415759;403599;-;-
2013;August;Windkraft;-;-;-;-
2013;August;Photovoltaik;-;-;-;-
2013;August;Geothermie;8477;6457;.;-
2013;August;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2013;August;Solarthermie;-;-;-;-
2013;August;Feste biogene Stoffe;377885;339507;236386;5492044
2013;August;Flüssige biogene Stoffe;.;.;.;.
2013;August;Biogas;60158;57855;50526;597348
2013;August;Biomethan (Bioerdgas);-;-;-;-
2013;August;Klärgas;3545;3327;4686;55135
2013;August;Deponiegas;4469;4261;.;49144
2013;August;Sonstige erneuerbare Energien;.;.;-;137628
2013;August;Klärschlamm;11436;10502;1003;106050
2013;August;Abfall (Hausmüll, Industrie);-;-;-;-
2013;August;Abfall (Industrie);84684;67318;88398;1633893
2013;August;Abfall (Hausmüll, Siedlungsabfälle);973556;773558;861469;17115137
2013;August;Kernenergie;7492365;7074267;-;-
2013;August;Wärme;37163;34899;120216;1012535
2013;August;Strom (Elektrokessel);-;-;-;-
2013;August;Sonstige Energieträger;.;.;.;.
2013;August;Andere Speicher;-;-;-;-
2013;August;Insgesamt;33993473;31590499;4946885;248551171
2013;September;Steinkohlen;9765467;8964095;1603107;94037055
2013;September;Steinkohlenkoks;-;-;-;-
2013;September;Steinkohlenbriketts;-;-;-;-
2013;September;Kohlenwertstoffe aus Steinkohle;-;-;-;-
2013;September;Sonstige Steinkohlen;-;-;-;-
2013;September;Rohbraunkohlen;12651231;11768642;616763;118615687
2013;September;Hartbraunkohlen;-;-;-;-
2013;September;Braunkohlenbriketts;7891;7085;.;83858
2013;September;Braunkohlenkoks;.;.;.;.
2013;September;Wirbelschichtkohle;.;.;.;.
2013;September;Staub- und Trockenkohle;11907;10224;34399;227205
2013;September;Sonstige Braunkohlen;-;-;-;-
2013;September;Dieselkraftstoff;39;38;-;380
2013;September;Heizöl, leicht;31305;28641;14086;388149
2013;September;Heizöl, schwer;29565;26694;.;324421
2013;September;Flüssiggas;.;.;.;.
2013;September;Raffineriegas;-;-;-;-
2013;September;Petrolkoks;-;-;-;-
2013;September;Sonstige Mineralölprodukte;.;.;.;.
2013;September;Erdgas, Erdölgas;3001592;2906391;2380549;27470624
2013;September;Grubengas;.;.;.;.
2013;September;Kokereigas;.;.;.;.
2013;September;Hochofengas;.;.;.;.
2013;September;Sonstige hergestellte Gase;-;-;-;-
2013;September;Wasserstoff;-;-;-;-
2013;September;Laufwasser;1223235;1206510;-;-
2013;September;Speicherwasser;60795;60526;-;-
2013;September;Pumpspeicherwasser;-;-;-;-
2013;September;Pumpspeicher mit natürlichem Zufluss;42900;41783;-;-
2013;September;Pumpspeicher ohne natürlichen Zufluss;461182;451260;-;-
2013;September;Windkraft;-;-;-;-
2013;September;Photovoltaik;-;-;-;-
2013;September;Geothermie;8358;6557;.;-
2013;September;Wärmepumpen (Erd- und Umweltwärme);-;-;-;-
2013;September;Solarthermie;-;-;-;-
2013;September;Feste biogene Stoffe;356611;320532;293458;5393074
2013;September;Flüssige biogene Stoffe;.;.;.;.
2013;September;Biogas;64371;61921;55477;636319
2013;September;Biomethan (Bioerdgas);-;-;-;-
2013;September;Klärgas;3142;2913;4393;50588
2013;September;Deponiegas;4236;4063;2173;46866
2013;September;Sonstige erneuerbare Energien;.;.;-;142212
2013;September;Klärschlamm;7796;7178;1220;74954
2013;September;Abfall (Hausmüll, Industrie);-;-;-;-
2013;September;Abfall (Industrie);69108;53569;103841;1428503
